,FB ID,Gene Symbol
3558,FBgn0030897,Frq1
3559,FBgn0030898,Andorra
3560,FBgn0030900,Him
3561,FBgn0030904,upd2
3562,FBgn0030905,CG15059
3563,FBgn0030912,CG6023
3564,FBgn0030913,kairos
3565,FBgn0030914,CG6106
3566,FBgn0030915,CG6179
3567,FBgn0030918,CG15056
3568,FBgn0030921,CG6290
3569,FBgn0030925,Hayan
3570,FBgn0030926,psh
3571,FBgn0030927,CG15046
3572,FBgn0030928,CG15044
3573,FBgn0030929,CG15043
3574,FBgn0030930,Pgant7
3575,FBgn0030931,Xrcc2
3576,FBgn0030932,Ggt-1
3577,FBgn0030933,CG6470
3578,FBgn0030936,CG6481
3579,FBgn0030937,CG15042
3580,FBgn0030938,CG15047
3581,FBgn0030940,CG15040
3582,FBgn0030941,wgn
3583,FBgn0030943,Nup35
3584,FBgn0030944,Hou
3585,FBgn0030945,Ing3
3586,FBgn0030946,CG6659
3587,FBgn0030947,CG6696
3588,FBgn0030949,Cyp308a1
3589,FBgn0030951,CG6873
3590,FBgn0030952,CG12609
3591,FBgn0030954,CCKLR-17D3
3592,FBgn0030955,CG6891
3593,FBgn0030956,CG18259
3594,FBgn0030958,CR6900
3595,FBgn0030959,CG6961
3596,FBgn0030960,Atg101
3597,FBgn0030961,CG7058
3598,FBgn0030963,CG7101
3599,FBgn0030964,Pvf1
3600,FBgn0030966,shop
3601,FBgn0030968,CG7322
3602,FBgn0030969,Usp39
3603,FBgn0030970,CG7326
3604,FBgn0030973,CG7332
3605,FBgn0030974,Flacc
3606,FBgn0030975,SdhBL
3607,FBgn0030976,CG7378
3608,FBgn0030979,CG14190
3609,FBgn0030980,CG7406
3610,FBgn0030981,CG14191
3611,FBgn0030982,CG7423
3612,FBgn0030984,tgy
3613,FBgn0030985,Obp18a
3614,FBgn0030989,Inx5
3615,FBgn0030990,CG7556
3616,FBgn0030991,CG7453
3617,FBgn0030992,CG33253
3618,FBgn0030993,Mec2
3619,FBgn0030994,HP1D3csd
3620,FBgn0030995,CG7914
3621,FBgn0030996,CG14194
3622,FBgn0030997,CG7990
3623,FBgn0030998,CG14195
3624,FBgn0030999,Mur18B
3625,FBgn0031001,CG7884
3626,FBgn0031002,CG14196
3627,FBgn0031003,CG7889
3628,FBgn0031004,CG7992
3629,FBgn0031005,Hs3st-B
3630,FBgn0031006,rictor
3631,FBgn0031008,CG8010
3632,FBgn0031010,CG8028
3633,FBgn0031011,CG8034
3634,FBgn0031012,CG8051
3635,FBgn0031016,kek5
3636,FBgn0031018,narya
3637,FBgn0031020,Naa15-16
3638,FBgn0031021,ND-18
3639,FBgn0031022,CG12204
3640,FBgn0031023,CG14200
3641,FBgn0031026,CG12231
3642,FBgn0031030,Tao
3643,FBgn0031031,CG14218
3644,FBgn0031032,CG14204
3645,FBgn0031033,CG14219
3646,FBgn0031034,CG14205
3647,FBgn0031036,CG14220
3648,FBgn0031037,CG14207
3649,FBgn0031038,Tyler
3650,FBgn0031039,Shawn
3651,FBgn0031040,CG14210
3652,FBgn0031041,Pstk
3653,FBgn0031042,CG14221
3654,FBgn0031043,Naa20A
3655,FBgn0031044,MKP-4
3656,FBgn0031045,CG14212
3657,FBgn0031047,Rcd-1
3658,FBgn0031048,CG12237
3659,FBgn0031049,Sec61gamma
3660,FBgn0031050,Arp10
3661,FBgn0031051,Ranbp21
3662,FBgn0031052,Elys
3663,FBgn0031053,CG14223
3664,FBgn0031054,Ssu72
3665,FBgn0031055,et
3666,FBgn0031057,Ubqn
3667,FBgn0031058,CG14227
3668,FBgn0031059,CG14229
3669,FBgn0031060,Tcs4
3670,FBgn0031061,CG14232
3671,FBgn0031062,CG14230
3672,FBgn0031064,CG12531
3673,FBgn0031065,CG14234
3674,FBgn0031066,COX6B
3675,FBgn0031068,Alr
3676,FBgn0031069,Abcd3
3677,FBgn0031070,CG12702
3678,FBgn0031077,THADA
3679,FBgn0031078,Nup205
3680,FBgn0031080,CG12655
3681,FBgn0031081,Nep3
3682,FBgn0031085,CG9570
3683,FBgn0031086,fd19B
3684,FBgn0031088,CG15322
3685,FBgn0031089,aspr
3686,FBgn0031090,Rab35
3687,FBgn0031091,Phf7
3688,FBgn0031092,CG9577
3689,FBgn0031093,CG9581
3690,FBgn0031094,CG9578
3691,FBgn0031097,obst-A
3692,FBgn0031098,CG17068
3693,FBgn0031099,CG17065
3694,FBgn0031100,CG1504
3695,FBgn0031101,CG1631
3696,FBgn0031103,CG12679
3697,FBgn0031104,jb
3698,FBgn0031106,Syx16
3699,FBgn0031107,HERC2
3700,FBgn0031108,CG15459
3701,FBgn0031109,Obp19a
3702,FBgn0031110,Obp19b
3703,FBgn0031111,Obp19c
3704,FBgn0031114,cactin
3705,FBgn0031115,CG11710
3706,FBgn0031116,CG1695
3707,FBgn0031117,GstT3
3708,FBgn0031118,RhoGAP19D
3709,FBgn0031119,CG1812
3710,FBgn0031126,Cyp6v1
3711,FBgn0031127,CG1835
3712,FBgn0031128,hydra
3713,FBgn0031129,CG1324
3714,FBgn0031130,CG15452
3715,FBgn0031132,CG15450
3716,FBgn0031134,CG1314
3717,FBgn0031139,CG11227
3718,FBgn0031142,r-cup
3719,FBgn0031143,CG1532
3720,FBgn0031144,CG1529
3721,FBgn0031145,Ntf-2
3722,FBgn0031146,CG15449
3723,FBgn0031148,Cbs
3724,FBgn0031149,Stt3A
3725,FBgn0031150,bves
3726,FBgn0031155,CG15446
3727,FBgn0031157,CG1503
3728,FBgn0031161,CG15445
3729,FBgn0031164,CG1724
3730,FBgn0031168,CG1722
3731,FBgn0031169,CG1494
3732,FBgn0031170,Abca3
3733,FBgn0031171,CG1801
3734,FBgn0031174,CG1486
3735,FBgn0031176,whe
3736,FBgn0031178,CG10918
3737,FBgn0031181,Ir20a
3738,FBgn0031182,Cyp6t1
3739,FBgn0031183,CG14621
3740,FBgn0031184,CG14615
3741,FBgn0031187,Usp2
3742,FBgn0031188,CG14613
3743,FBgn0031189,CG14618
3744,FBgn0031190,CG12576
3745,FBgn0031191,Cp110
3746,FBgn0031194,CG17598
3747,FBgn0031195,CG17600
3748,FBgn0031196,Cluap1
3749,FBgn0031201,CG12446
3750,FBgn0031208,CR11023
3751,FBgn0031209,Ir21a
3752,FBgn0031213,galectin
3753,FBgn0031214,CG11374
3754,FBgn0031216,Zir
3755,FBgn0031217,Creld
3756,FBgn0031219,CG13694
3757,FBgn0031220,CG4822
3758,FBgn0031224,CG11454
3759,FBgn0031227,Pus10
3760,FBgn0031228,ND-15
3761,FBgn0031229,CG3436
3762,FBgn0031231,mRpL10
3763,FBgn0031232,CG11617
3764,FBgn0031233,Tbc1d15-17
3765,FBgn0031235,CG13693
3766,FBgn0031238,Dus1
3767,FBgn0031239,CG17075
3768,FBgn0031240,CG3345
3769,FBgn0031244,CG11601
3770,FBgn0031245,CG3625
3771,FBgn0031247,CG11562
3772,FBgn0031248,CG11912
3773,FBgn0031249,CG11911
3774,FBgn0031250,Ent1
3775,FBgn0031251,CG4213
3776,FBgn0031252,CG13690
3777,FBgn0031253,CG11885
3778,FBgn0031254,CG13692
3779,FBgn0031255,BBS8
3780,FBgn0031256,shv
3781,FBgn0031257,CG4133
3782,FBgn0031258,CG4297
3783,FBgn0031260,Spp
3784,FBgn0031261,nAChRbeta3
3785,FBgn0031263,Tspo
3786,FBgn0031264,uncNacbeta
3787,FBgn0031265,CG2794
3788,FBgn0031266,Sf3b1
3789,FBgn0031267,Ipk2
3790,FBgn0031268,cold
3791,FBgn0031270,CG13689
3792,FBgn0031273,CG2839
3793,FBgn0031275,GABA-B-R3
3794,FBgn0031276,CG12506
3795,FBgn0031277,CG13947
3796,FBgn0031279,CG3544
3797,FBgn0031281,Saf6
3798,FBgn0031282,Pex12
3799,FBgn0031283,CG15880
3800,FBgn0031284,PGAP2
3801,FBgn0031285,CG3662
3802,FBgn0031286,CG3862
3803,FBgn0031287,CG4291
3804,FBgn0031288,CG13949
3805,FBgn0031289,CG13950
3806,FBgn0031292,CG15824
3807,FBgn0031294,IA-2
3808,FBgn0031295,CG4375
3809,FBgn0031296,gNacalpha
3810,FBgn0031298,Atg4a
3811,FBgn0031299,CG4629
3812,FBgn0031301,CG14339
3813,FBgn0031302,CG14340
3814,FBgn0031304,TBC1D23
3815,FBgn0031305,Iris
3816,FBgn0031306,CG4577
3817,FBgn0031307,MFS3
3818,FBgn0031309,Tfb4
3819,FBgn0031310,Vps29
3820,FBgn0031312,Tango14
3821,FBgn0031313,CG5080
3822,FBgn0031314,IntS14
3823,FBgn0031315,CG14341
3824,FBgn0031317,Charon
3825,FBgn0031318,CG4887
3826,FBgn0031319,CG4896
3827,FBgn0031320,CG5126
3828,FBgn0031321,Tgt
3829,FBgn0031322,CG5001
3830,FBgn0031323,CG5139
3831,FBgn0031324,CG14342
3832,FBgn0031327,CG5397
3833,FBgn0031331,CG5440
3834,FBgn0031332,CG5556
3835,FBgn0031333,CG5561
3836,FBgn0031335,CG5565
3837,FBgn0031337,CG14346
3838,FBgn0031343,CG18131
3839,FBgn0031344,CG7420
3840,FBgn0031345,CG18132
3841,FBgn0031347,nis
3842,FBgn0031351,CG14352
3843,FBgn0031356,CG17660
3844,FBgn0031357,mRpL48
3845,FBgn0031359,Rim2
3846,FBgn0031360,CG31937
3847,FBgn0031361,CG17652
3848,FBgn0031364,CG17648
3849,FBgn0031365,CG17650
3850,FBgn0031367,c-cup
3851,FBgn0031372,CG7295
3852,FBgn0031373,CG15358
3853,FBgn0031374,Wdr62
3854,FBgn0031375,erm
3855,FBgn0031377,CG15356
3856,FBgn0031378,CG15362
3857,FBgn0031379,CG7289
3858,FBgn0031381,Npc2a
3859,FBgn0031384,CG4238
3860,FBgn0031388,CG12674
3861,FBgn0031389,CG4259
3862,FBgn0031390,tho2
3863,FBgn0031391,CG11723
3864,FBgn0031392,AIF
3865,FBgn0031393,CG15382
3866,FBgn0031395,CG10874
3867,FBgn0031397,CG15385
3868,FBgn0031398,daed
3869,FBgn0031399,mio
3870,FBgn0031401,papi
3871,FBgn0031403,CG15387
3872,FBgn0031407,CG4270
3873,FBgn0031409,CG4271
3874,FBgn0031410,CG17237
3875,FBgn0031413,CG9967
3876,FBgn0031414,eys
3877,FBgn0031417,CG3597
3878,FBgn0031418,CG3609
3879,FBgn0031419,CG15390
3880,FBgn0031420,Atxn7
3881,FBgn0031422,PIG-Wa
3882,FBgn0031423,CG3557
3883,FBgn0031424,VGlut
3884,FBgn0031426,CG18641
3885,FBgn0031428,CG9886
3886,FBgn0031430,CG3528
3887,FBgn0031431,CG3515
3888,FBgn0031432,Cyp309a1
3889,FBgn0031434,insv
3890,FBgn0031435,Elba2
3891,FBgn0031436,ND-B17.2
3892,FBgn0031437,Arpc5
3893,FBgn0031440,CG15395
3894,FBgn0031441,CG9962
3895,FBgn0031442,Prosbeta4R1
3896,FBgn0031443,Prosbeta4R2
3897,FBgn0031444,Trf4
3898,FBgn0031446,Trf5
3899,FBgn0031449,CG31689
3900,FBgn0031450,Hrs
3901,FBgn0031451,CG9961
3902,FBgn0031452,Cwc25
3903,FBgn0031453,Bacc
3904,FBgn0031454,HemK2
3905,FBgn0031455,Snapin
3906,FBgn0031456,Tnpo-SR
3907,FBgn0031457,Snx21
3908,FBgn0031458,aph-1
3909,FBgn0031459,HINT1
3910,FBgn0031460,CG15399
3911,FBgn0031461,daw
3912,FBgn0031462,CG2964
3913,FBgn0031463,G6P
3914,FBgn0031465,CG3123
3915,FBgn0031466,CG3119
3916,FBgn0031467,Cpr23B
3917,FBgn0031468,CG2975
3918,FBgn0031469,CG18558
3919,FBgn0031470,CG18557
3920,FBgn0031471,CG3117
3921,FBgn0031472,CG2983
3922,FBgn0031473,CG3104
3923,FBgn0031474,CG2991
3924,FBgn0031476,CG8813
3925,FBgn0031478,CG8814
3926,FBgn0031479,Prx6a
3927,FBgn0031483,CG9641
3928,FBgn0031484,CG3165
3929,FBgn0031485,CG9643
3930,FBgn0031488,Ccdc85
3931,FBgn0031489,CG17224
3932,FBgn0031490,CG17264
3933,FBgn0031491,alpha4GT1
3934,FBgn0031492,Prp40
3935,FBgn0031493,Sf3b2
3936,FBgn0031494,CG17219
3937,FBgn0031495,GABPI
3938,FBgn0031496,CG17258
3939,FBgn0031497,SerRS
3940,FBgn0031498,CG17260
3941,FBgn0031500,CG17221
3942,FBgn0031501,CG17261
3943,FBgn0031504,CG15403
3944,FBgn0031505,ND-B14.5B
3945,FBgn0031513,CG3347
3946,FBgn0031514,OtopLb
3947,FBgn0031515,CG9664
3948,FBgn0031516,CG9663
3949,FBgn0031517,CG15406
3950,FBgn0031518,CG3277
3951,FBgn0031519,Fign
3952,FBgn0031520,CG8837
3953,FBgn0031522,CG3285
3954,FBgn0031526,CG8838
3955,FBgn0031528,CG15412
3956,FBgn0031529,CG9662
3957,FBgn0031530,Pgant2
3958,FBgn0031531,CG8840
3959,FBgn0031533,CG2772
3960,FBgn0031534,Snx1
3961,FBgn0031535,CG12795
3962,FBgn0031536,Cog3
3963,FBgn0031538,CG3246
3964,FBgn0031540,Pif1
3965,FBgn0031542,CG15414
3966,FBgn0031544,CG17593
3967,FBgn0031545,CG3213
3968,FBgn0031546,CG8851
3969,FBgn0031547,Sr-CIV
3970,FBgn0031548,CG8852
3971,FBgn0031549,Spindly
3972,FBgn0031550,IFT57
3973,FBgn0031554,CG15418
3974,FBgn0031558,CG16704
3975,FBgn0031559,CG3513
3976,FBgn0031560,CG16713
3977,FBgn0031561,IM33
3978,FBgn0031562,CG3604
3979,FBgn0031563,CG10031
3980,FBgn0031564,CG2816
3981,FBgn0031566,CG2818
3982,FBgn0031568,CG10019
3983,FBgn0031571,bark
3984,FBgn0031573,CG3407
3985,FBgn0031574,TTLL4B
3986,FBgn0031575,Cep97
3987,FBgn0031579,CG15422
3988,FBgn0031580,CG15423
3989,FBgn0031585,CG2955
3990,FBgn0031589,Naprt
3991,FBgn0031590,CG3702
3992,FBgn0031592,Art2
3993,FBgn0031596,CG15429
3994,FBgn0031597,CG17612
3995,FBgn0031598,Vps53
3996,FBgn0031600,CG3652
3997,FBgn0031601,Dim1
3998,FBgn0031602,CG15431
3999,FBgn0031603,CG15432
4000,FBgn0031604,Elp3
4001,FBgn0031606,CG15439
4002,FBgn0031607,Secp43
4003,FBgn0031608,CG15435
4004,FBgn0031609,CG15443
4005,FBgn0031610,Paris
4006,FBgn0031611,FIG4
4007,FBgn0031613,HP6
4008,FBgn0031620,CG11929
4009,FBgn0031621,Elba3
4010,FBgn0031622,CG3251
4011,FBgn0031623,Taf12L
4012,FBgn0031626,CG15631
4013,FBgn0031627,fipi
4014,FBgn0031628,CG3294
4015,FBgn0031630,CG15629
4016,FBgn0031631,CG3225
4017,FBgn0031632,CG15628
4018,FBgn0031633,Fnta
4019,FBgn0031634,Ir25a
4020,FBgn0031635,tank
4021,FBgn0031636,CG12194
4022,FBgn0031637,mxt
4023,FBgn0031638,CG11927
4024,FBgn0031639,mRpS2
4025,FBgn0031640,Mon1
4026,FBgn0031643,CG3008
4027,FBgn0031644,CG15625
4028,FBgn0031645,CG3036
4029,FBgn0031646,snsl
4030,FBgn0031649,hoe2
4031,FBgn0031650,synr
4032,FBgn0031651,mRpL24
4033,FBgn0031652,jet
4034,FBgn0031653,Jon25Biii
4035,FBgn0031654,Jon25Bii
4036,FBgn0031655,Marcal1
4037,FBgn0031657,Polr1C
4038,FBgn0031659,CG14043
4039,FBgn0031660,mRpL28
4040,FBgn0031661,Gmd
4041,FBgn0031662,CG3792
4042,FBgn0031663,CG8891
4043,FBgn0031664,CG8892
4044,FBgn0031668,CG31917
4045,FBgn0031670,SelT
4046,FBgn0031673,CG31650
4047,FBgn0031675,CG9121
4048,FBgn0031676,senju
4049,FBgn0031677,CG14036
4050,FBgn0031678,Nepl3
4051,FBgn0031681,Pgant5
4052,FBgn0031682,CG5828
4053,FBgn0031683,CG4230
4054,FBgn0031684,ND-13A
4055,FBgn0031688,Cyp28d2
4056,FBgn0031689,Cyp28d1
4057,FBgn0031690,CG7742
4058,FBgn0031692,TpnC25D
4059,FBgn0031693,Cyp4ac1
4060,FBgn0031694,Cyp4ac2
4061,FBgn0031695,Cyp4ac3
4062,FBgn0031696,Bub1
4063,FBgn0031697,CG14024
4064,FBgn0031698,Ncoa6
4065,FBgn0031700,CG14022
4066,FBgn0031701,TotM
4067,FBgn0031702,fusl
4068,FBgn0031703,Acsf2
4069,FBgn0031707,CG14020
4070,FBgn0031708,CG7382
4071,FBgn0031710,Vps52
4072,FBgn0031711,Elp4
4073,FBgn0031713,Coq6
4074,FBgn0031715,tomb
4075,FBgn0031716,CG14015
4076,FBgn0031717,Oscillin
4077,FBgn0031718,CG14014
4078,FBgn0031720,CG14013
4079,FBgn0031721,CG14017
4080,FBgn0031722,CG14011
4081,FBgn0031723,CG7251
4082,FBgn0031724,CG18266
4083,FBgn0031725,DIP-eta
4084,FBgn0031726,Cyp6a16
4085,FBgn0031728,Hsp60C
4086,FBgn0031729,CG12511
4087,FBgn0031730,CG7236
4088,FBgn0031731,CG14007
4089,FBgn0031732,CG11149
4090,FBgn0031733,CG14006
4091,FBgn0031734,CG11147
4092,FBgn0031735,CG11029
4093,FBgn0031736,CG11030
4094,FBgn0031737,obst-E
4095,FBgn0031738,CG9171
4096,FBgn0031739,CG14005
4097,FBgn0031740,CG7239
4098,FBgn0031741,CG11034
4099,FBgn0031745,rau
4100,FBgn0031746,CG9029
4101,FBgn0031747,CG9021
4102,FBgn0031749,CG14000
4103,FBgn0031751,CG9016
4104,FBgn0031752,CG9044
4105,FBgn0031753,CG13999
4106,FBgn0031756,CG13992
4107,FBgn0031757,Ucp4C
4108,FBgn0031758,Ucp4B
4109,FBgn0031759,Kdm5
4110,FBgn0031760,Tsp26A
4111,FBgn0031762,CG9098
4112,FBgn0031763,CG13996
4113,FBgn0031764,CG9107
4114,FBgn0031765,CG9109
4115,FBgn0031766,CG9117
4116,FBgn0031768,IPIP
4117,FBgn0031769,CG9135
4118,FBgn0031770,CG13995
4119,FBgn0031771,ND-51
4120,FBgn0031772,CG13994
4121,FBgn0031773,Fbw5
4122,FBgn0031774,CG9147
4123,FBgn0031775,CG9150
4124,FBgn0031776,Pfdn1
4125,FBgn0031777,CG9154
4126,FBgn0031778,lncRNA:CR9162
4127,FBgn0031779,CG9175
4128,FBgn0031782,WDR79
4129,FBgn0031784,CG9222
4130,FBgn0031785,CG13991
4131,FBgn0031786,CG13989
4132,FBgn0031791,AANATL2
4133,FBgn0031792,CG13983
4134,FBgn0031799,Pez
4135,FBgn0031800,CG9497
4136,FBgn0031801,CG9498
4137,FBgn0031802,ppk7
4138,FBgn0031803,ppk14
4139,FBgn0031805,Nepl4
4140,FBgn0031808,Nepl5
4141,FBgn0031811,CG13982
4142,FBgn0031813,Acox3
4143,FBgn0031814,retm
4144,FBgn0031815,frj
4145,FBgn0031816,Rchy1
4146,FBgn0031817,HemK1
4147,FBgn0031818,CG9536
4148,FBgn0031820,Daxx
4149,FBgn0031822,Phf5a
4150,FBgn0031824,CG9547
4151,FBgn0031826,CG9550
4152,FBgn0031829,IFT52
4153,FBgn0031830,COX5B
4154,FBgn0031831,COX5BL
4155,FBgn0031832,Trmt6
4156,FBgn0031834,CG13766
4157,FBgn0031835,Dpp10
4158,FBgn0031836,CG11050
4159,FBgn0031837,DIP-iota
4160,FBgn0031844,CG13771
4161,FBgn0031848,Nse1
4162,FBgn0031849,CG11327
4163,FBgn0031850,Tsp
4164,FBgn0031851,Aatf
4165,FBgn0031853,TTLL3B
4166,FBgn0031854,TTLL3A
4167,FBgn0031855,meng
4168,FBgn0031856,CG11322
4169,FBgn0031857,LUBEL
4170,FBgn0031858,CG17378
4171,FBgn0031859,CG17377
4172,FBgn0031860,Daao2
4173,FBgn0031861,CG17375
4174,FBgn0031865,Nha1
4175,FBgn0031866,Nlg2
4176,FBgn0031868,Rat1
4177,FBgn0031869,CG18304
4178,FBgn0031871,Fgop2
4179,FBgn0031872,ihog
4180,FBgn0031873,Gas41
4181,FBgn0031874,CG13775
4182,FBgn0031875,CG3430
4183,FBgn0031876,Atac1
4184,FBgn0031877,Hmgcl
4185,FBgn0031878,sip2
4186,FBgn0031879,uif
4187,FBgn0031881,MME1
4188,FBgn0031882,Rab30
4189,FBgn0031883,Caper
4190,FBgn0031885,Mnn1
4191,FBgn0031886,Nuf2
4192,FBgn0031887,Ugt307A1
4193,FBgn0031888,Pvf2
4194,FBgn0031893,MICU1
4195,FBgn0031894,CG4496
4196,FBgn0031895,CG4497
4197,FBgn0031896,CG4502
4198,FBgn0031897,CG13784
4199,FBgn0031900,CG13786
4200,FBgn0031902,Wnt6
4201,FBgn0031903,Wnt10
4202,FBgn0031904,CG5149
4203,FBgn0031905,gudu
4204,FBgn0031906,CG5160
4205,FBgn0031907,CG5171
4206,FBgn0031908,CG5177
4207,FBgn0031909,CG5181
4208,FBgn0031910,CG15818
4209,FBgn0031913,CG5958
4210,FBgn0031914,CG5973
4211,FBgn0031918,CG6055
4212,FBgn0031920,CG6441
4213,FBgn0031925,Cyp4d21
4214,FBgn0031926,CG6739
4215,FBgn0031929,CG18585
4216,FBgn0031930,CG7025
4217,FBgn0031935,CG13793
4218,FBgn0031936,CG13794
4219,FBgn0031937,CG13795
4220,FBgn0031939,CG13796
4221,FBgn0031940,CG7214
4222,FBgn0031941,ATPsynGL
4223,FBgn0031942,CG7203
4224,FBgn0031945,CG7191
4225,FBgn0031946,CG7164
4226,FBgn0031947,Brd7-9
4227,FBgn0031948,CG7149
4228,FBgn0031950,Herp
4229,FBgn0031951,r2d2
4230,FBgn0031952,Cdc14
4231,FBgn0031954,CG14537
4232,FBgn0031955,CG14535
4233,FBgn0031957,TwdlE
4234,FBgn0031959,spz3
4235,FBgn0031961,CG7102
4236,FBgn0031968,CG7231
4237,FBgn0031969,pes
4238,FBgn0031970,CG7227
4239,FBgn0031971,Sirup
4240,FBgn0031972,Wwox
4241,FBgn0031973,Spn28Dc
4242,FBgn0031974,CG12560
4243,FBgn0031975,Tg
4244,FBgn0031976,CG7367
4245,FBgn0031977,baf
4246,FBgn0031979,CCDC53
4247,FBgn0031980,RpL36A
4248,FBgn0031981,Megf8
4249,FBgn0031985,mon2
4250,FBgn0031986,CG8673
4251,FBgn0031987,CG12375
4252,FBgn0031988,CG8668
4253,FBgn0031990,PAPLA1
4254,FBgn0031992,Acbp1
4255,FBgn0031995,CG8475
4256,FBgn0031996,CG8460
4257,FBgn0031997,PGAP5
4258,FBgn0031998,SLC5A11
4259,FBgn0031999,CG8419
4260,FBgn0032000,CG8372
4261,FBgn0032001,CG8360
4262,FBgn0032002,CG8353
4263,FBgn0032003,CG8349
4264,FBgn0032004,CG8292
4265,FBgn0032005,Snx6
4266,FBgn0032006,Pvr
4267,FBgn0032008,CG14277
4268,FBgn0032010,CG8086
4269,FBgn0032013,Scgalpha
4270,FBgn0032014,CG7840
4271,FBgn0032015,Ostgamma
4272,FBgn0032016,Mettl14
4273,FBgn0032017,CG7810
4274,FBgn0032018,CG7806
4275,FBgn0032020,strat
4276,FBgn0032021,CG7781
4277,FBgn0032022,CG14275
4278,FBgn0032023,witty
4279,FBgn0032024,CG14273
4280,FBgn0032025,CG7778
4281,FBgn0032026,CG7627
4282,FBgn0032029,CG17292
4283,FBgn0032030,Wdr82
4284,FBgn0032031,CG13390
4285,FBgn0032032,CG17294
4286,FBgn0032033,CG13392
4287,FBgn0032034,Rcd4
4288,FBgn0032036,CG13384
4289,FBgn0032039,CG13385
4290,FBgn0032040,CG13386
4291,FBgn0032042,CG13398
4292,FBgn0032047,CG13088
4293,FBgn0032048,Dh31
4294,FBgn0032049,Bace
4295,FBgn0032050,CG13096
4296,FBgn0032051,CG13097
4297,FBgn0032052,PIG-U
4298,FBgn0032053,mRpL51
4299,FBgn0032054,Uba4
4300,FBgn0032055,Sgp
4301,FBgn0032058,CG9289
4302,FBgn0032059,PrBP
4303,FBgn0032061,CatB
4304,FBgn0032065,CG12438
4305,FBgn0032066,LManIII
4306,FBgn0032067,LManIV
4307,FBgn0032068,LManV
4308,FBgn0032069,LManVI
4309,FBgn0032072,CG9483
4310,FBgn0032074,Tsp29Fa
4311,FBgn0032075,Tsp29Fb
4312,FBgn0032076,Argl
4313,FBgn0032077,CG9515
4314,FBgn0032078,C1GalTA
4315,FBgn0032079,CG31886
4316,FBgn0032080,CG9525
4317,FBgn0032082,CG18088
4318,FBgn0032083,CG9541
4319,FBgn0032084,CG13101
4320,FBgn0032085,CG9555
4321,FBgn0032086,CG17906
4322,FBgn0032087,CG9568
4323,FBgn0032088,CG13102
4324,FBgn0032089,Rcd-1r
4325,FBgn0032090,CG9582
4326,FBgn0032095,Toll-4
4327,FBgn0032100,CG13108
4328,FBgn0032101,CG9586
4329,FBgn0032104,aust
4330,FBgn0032105,borr
4331,FBgn0032109,CG17005
4332,FBgn0032110,CG3748
4333,FBgn0032111,CG13110
4334,FBgn0032115,CG4438
4335,FBgn0032116,Mco1
4336,FBgn0032117,FucTB
4337,FBgn0032119,CG3769
4338,FBgn0032120,CG33298
4339,FBgn0032122,CG31883
4340,FBgn0032123,Oatp30B
4341,FBgn0032124,CG17855
4342,FBgn0032125,Cpr30B
4343,FBgn0032126,CG13113
4344,FBgn0032127,CG13114
4345,FBgn0032129,jp
4346,FBgn0032130,brwl
4347,FBgn0032131,CG3841
4348,FBgn0032135,GlcAT-S
4349,FBgn0032136,Apoltp
4350,FBgn0032138,CG4364
4351,FBgn0032139,CG13116
4352,FBgn0032140,CG13117
4353,FBgn0032143,CG4017
4354,FBgn0032144,CG17633
4355,FBgn0032147,IP3K1
4356,FBgn0032149,CG4036
4357,FBgn0032150,CG13123
4358,FBgn0032151,nAChRalpha6
4359,FBgn0032153,CG4537
4360,FBgn0032154,mtDNA-helicase
4361,FBgn0032156,CG13124
4362,FBgn0032157,Etl1
4363,FBgn0032160,CG4598
4364,FBgn0032161,CG4594
4365,FBgn0032162,CG4592
4366,FBgn0032163,TbCMF46
4367,FBgn0032166,CG4619
4368,FBgn0032167,CG5853
4369,FBgn0032168,CG13126
4370,FBgn0032169,CG4709
4371,FBgn0032170,CG4658
4372,FBgn0032171,CG5846
4373,FBgn0032172,CG5850
4374,FBgn0032175,CG13131
4375,FBgn0032176,CG13127
4376,FBgn0032178,Spn31A
4377,FBgn0032181,CG13133
4378,FBgn0032184,CG13135
4379,FBgn0032187,CG4839
4380,FBgn0032188,CG13137
4381,FBgn0032189,Ripalpha
4382,FBgn0032191,Snx17
4383,FBgn0032192,CG5731
4384,FBgn0032193,CG5727
4385,FBgn0032194,ath
4386,FBgn0032195,Bcs1
4387,FBgn0032196,CG5708
4388,FBgn0032197,ova
4389,FBgn0032198,eEF1delta
4390,FBgn0032200,CG5676
4391,FBgn0032202,REPTOR-BP
4392,FBgn0032204,CG4953
4393,FBgn0032205,CG4957
4394,FBgn0032208,Ufd4
4395,FBgn0032209,Hand
4396,FBgn0032210,CYLD
4397,FBgn0032211,CG13138
4398,FBgn0032213,CG5390
4399,FBgn0032214,CG4968
4400,FBgn0032216,Usp14
4401,FBgn0032217,CG4972
4402,FBgn0032218,CG5381
4403,FBgn0032219,CG4995
4404,FBgn0032221,Schip1
4405,FBgn0032222,Cox10
4406,FBgn0032223,GATAd
4407,FBgn0032224,Sps2
4408,FBgn0032225,Frmd5
4409,FBgn0032228,CtsL4
4410,FBgn0032229,ClpP
4411,FBgn0032230,lft
4412,FBgn0032231,CG5056
4413,FBgn0032233,dpr19
4414,FBgn0032234,gny
4415,FBgn0032235,CG5096
4416,FBgn0032236,mRpS7
4417,FBgn0032240,CG17768
4418,FBgn0032242,CG5355
4419,FBgn0032243,Klp31E
4420,FBgn0032244,RfC3
