,FB ID,Gene Symbol
6596,FBgn0035831,Pop4
6597,FBgn0035833,CG7565
6598,FBgn0035838,ldbr
6599,FBgn0035839,CG7550
6600,FBgn0035842,Setx
6601,FBgn0035844,CG13676
6602,FBgn0035845,CG13675
6603,FBgn0035847,mthl7
6604,FBgn0035848,Uxs
6605,FBgn0035849,ERR
6606,FBgn0035850,Atg18a
6607,FBgn0035851,MED24
6608,FBgn0035852,CG7387
6609,FBgn0035853,UbcE2M
6610,FBgn0035854,Dhps
6611,FBgn0035855,CG7366
6612,FBgn0035856,CG13679
6613,FBgn0035857,CG8006
6614,FBgn0035858,CG13674
6615,FBgn0035859,CG13678
6616,FBgn0035861,CG7213
6617,FBgn0035865,CG7201
6618,FBgn0035866,Arl5
6619,FBgn0035867,CG13671
6620,FBgn0035868,CG7194
6621,FBgn0035870,Gr66a
6622,FBgn0035871,BI-1
6623,FBgn0035872,Cpsf6
6624,FBgn0035873,CG13670
6625,FBgn0035875,Cpr66Cb
6626,FBgn0035876,Pex2
6627,FBgn0035877,CG7083
6628,FBgn0035878,CG7182
6629,FBgn0035879,GAPcenA
6630,FBgn0035880,Culd
6631,FBgn0035886,Jon66Ci
6632,FBgn0035888,CG7120
6633,FBgn0035889,mkg-p
6634,FBgn0035890,CG13667
6635,FBgn0035896,CG6983
6636,FBgn0035900,ZC3H3
6637,FBgn0035901,Pus7
6638,FBgn0035902,CG6683
6639,FBgn0035903,CG6765
6640,FBgn0035904,GstO3
6641,FBgn0035906,GstO2
6642,FBgn0035907,GstO1
6643,FBgn0035909,ergic53
6644,FBgn0035911,CG6638
6645,FBgn0035914,CG6282
6646,FBgn0035915,S-Lap1
6647,FBgn0035916,GAPsec
6648,FBgn0035917,Zasp66
6649,FBgn0035918,Cdc6
6650,FBgn0035921,CG13305
6651,FBgn0035922,Pex7
6652,FBgn0035923,CG6511
6653,FBgn0035924,CG6576
6654,FBgn0035926,Acbp5
6655,FBgn0035928,CG13310
6656,FBgn0035933,CG13309
6657,FBgn0035934,TrpA1
6658,FBgn0035936,Tsp66E
6659,FBgn0035941,CG13313
6660,FBgn0035942,ValRS-m
6661,FBgn0035943,CG5653
6662,FBgn0035944,CG5021
6663,FBgn0035945,CG5026
6664,FBgn0035947,Srp68
6665,FBgn0035948,CG5644
6666,FBgn0035949,CG13314
6667,FBgn0035951,CG5068
6668,FBgn0035952,CG5280
6669,FBgn0035953,CG5087
6670,FBgn0035954,Doc3
6671,FBgn0035955,CG5194
6672,FBgn0035956,Doc2
6673,FBgn0035957,Argk2
6674,FBgn0035959,CG4911
6675,FBgn0035960,CG4942
6676,FBgn0035964,Dhpr
6677,FBgn0035965,Use1
6678,FBgn0035968,Slc45-1
6679,FBgn0035969,CG4476
6680,FBgn0035971,CG4477
6681,FBgn0035975,PGRP-LA
6682,FBgn0035976,PGRP-LC
6683,FBgn0035977,PGRP-LF
6684,FBgn0035978,UGP
6685,FBgn0035980,mRRF1
6686,FBgn0035981,CG4452
6687,FBgn0035982,CG4461
6688,FBgn0035983,CG4080
6689,FBgn0035985,Cpr67B
6690,FBgn0035986,CG4022
6691,FBgn0035988,CG3982
6692,FBgn0035989,Atat
6693,FBgn0035993,Nf-YA
6694,FBgn0035995,CG3529
6695,FBgn0035996,CG3448
6696,FBgn0035997,phol
6697,FBgn0035998,CG3437
6698,FBgn0035999,CG3552
6699,FBgn0036000,CG3434
6700,FBgn0036004,Jarid2
6701,FBgn0036005,pall
6702,FBgn0036007,path
6703,FBgn0036008,CG3408
6704,FBgn0036009,Or67a
6705,FBgn0036014,CG3222
6706,FBgn0036015,CG3088
6707,FBgn0036016,CG3306
6708,FBgn0036018,CG3335
6709,FBgn0036019,Or67b
6710,FBgn0036020,Cyp40
6711,FBgn0036022,CG8329
6712,FBgn0036023,CG18179
6713,FBgn0036024,CG18180
6714,FBgn0036028,CG16717
6715,FBgn0036029,CG16719
6716,FBgn0036030,Prps
6717,FBgn0036031,CG6761
6718,FBgn0036032,CG16711
6719,FBgn0036035,CG18178
6720,FBgn0036036,CG14174
6721,FBgn0036038,defl
6722,FBgn0036039,Naa60
6723,FBgn0036040,CG6749
6724,FBgn0036043,Ae2
6725,FBgn0036044,Zasp67
6726,FBgn0036046,Ilp2
6727,FBgn0036052,CG10809
6728,FBgn0036053,iPLA2-VIA
6729,FBgn0036056,CG6709
6730,FBgn0036057,Hez
6731,FBgn0036058,CG6707
6732,FBgn0036059,nudE
6733,FBgn0036062,CG6685
6734,FBgn0036063,CG6674
6735,FBgn0036066,CG14160
6736,FBgn0036070,CG8072
6737,FBgn0036072,CG6628
6738,FBgn0036075,CG8065
6739,FBgn0036078,Or67c
6740,FBgn0036080,Or67d
6741,FBgn0036082,CG12362
6742,FBgn0036083,Ir67b
6743,FBgn0036085,CG6527
6744,FBgn0036089,CG14151
6745,FBgn0036090,Cnep1r2
6746,FBgn0036091,CG18628
6747,FBgn0036093,CG14154
6748,FBgn0036094,CG14153
6749,FBgn0036096,CG8003
6750,FBgn0036099,CG11811
6751,FBgn0036101,NijA
6752,FBgn0036102,CG12523
6753,FBgn0036104,CG6418
6754,FBgn0036105,Blos4
6755,FBgn0036106,CG6409
6756,FBgn0036107,galla-2
6757,FBgn0036109,Cpr67Fa2
6758,FBgn0036110,Cpr67Fb
6759,FBgn0036111,Aps
6760,FBgn0036112,CG14147
6761,FBgn0036116,CG7888
6762,FBgn0036117,CG6321
6763,FBgn0036118,Blos2
6764,FBgn0036121,CG6310
6765,FBgn0036124,Noc1
6766,FBgn0036126,Irbp18
6767,FBgn0036128,Elo68beta
6768,FBgn0036133,emei
6769,FBgn0036134,FoxK
6770,FBgn0036135,mRpL2
6771,FBgn0036136,Ufd1
6772,FBgn0036139,CG6216
6773,FBgn0036141,wls
6774,FBgn0036142,Adck5
6775,FBgn0036143,CG14142
6776,FBgn0036144,GlcAT-P
6777,FBgn0036145,CG7607
6778,FBgn0036146,nkt
6779,FBgn0036147,Plod
6780,FBgn0036150,Ir68a
6781,FBgn0036152,Dyro
6782,FBgn0036153,CG7573
6783,FBgn0036155,CG6163
6784,FBgn0036156,CG11726
6785,FBgn0036157,CG7560
6786,FBgn0036159,CG7557
6787,FBgn0036160,CG12289
6788,FBgn0036161,CG7551
6789,FBgn0036162,Fum3
6790,FBgn0036165,chrb
6791,FBgn0036168,CG7512
6792,FBgn0036170,CG11714
6793,FBgn0036173,CG7394
6794,FBgn0036178,CG14137
6795,FBgn0036179,CG7368
6796,FBgn0036180,Duba
6797,FBgn0036181,Muc68Ca
6798,FBgn0036183,CG6083
6799,FBgn0036184,PCID2
6800,FBgn0036186,CG6071
6801,FBgn0036187,RIOK1
6802,FBgn0036188,Polr3H
6803,FBgn0036191,Sugb
6804,FBgn0036192,Pldn
6805,FBgn0036193,CG14135
6806,FBgn0036194,Dph1
6807,FBgn0036195,Dnai2
6808,FBgn0036196,CG11658
6809,FBgn0036198,crim
6810,FBgn0036199,Bmcp
6811,FBgn0036202,loaf
6812,FBgn0036203,Muc68D
6813,FBgn0036204,Tim13
6814,FBgn0036205,CG14131
6815,FBgn0036206,twy
6816,FBgn0036207,CG10907
6817,FBgn0036208,Gcat
6818,FBgn0036210,CG14130
6819,FBgn0036211,CG5946
6820,FBgn0036212,CG11597
6821,FBgn0036213,RpL10Ab
6822,FBgn0036214,CG7264
6823,FBgn0036217,CG5906
6824,FBgn0036218,Sprn
6825,FBgn0036219,CCDC151
6826,FBgn0036220,CG5897
6827,FBgn0036221,CG11588
6828,FBgn0036222,SdhAL
6829,FBgn0036224,Rpt4R
6830,FBgn0036225,CG5883
6831,FBgn0036226,CG7252
6832,FBgn0036227,CG17826
6833,FBgn0036232,CG14125
6834,FBgn0036235,CG6938
6835,FBgn0036236,CG6931
6836,FBgn0036237,viaf
6837,FBgn0036239,Pop2
6838,FBgn0036240,CG6928
6839,FBgn0036242,CG6793
6840,FBgn0036246,CG17154
6841,FBgn0036248,ssp
6842,FBgn0036249,CG11560
6843,FBgn0036250,Ir68b
6844,FBgn0036254,CG5645
6845,FBgn0036255,Atg12
6846,FBgn0036257,RhoGAP68F
6847,FBgn0036258,eIF3l
6848,FBgn0036259,CG9760
6849,FBgn0036260,Rh7
6850,FBgn0036262,Miox
6851,FBgn0036263,thoc6
6852,FBgn0036264,CG11529
6853,FBgn0036266,Tsen54
6854,FBgn0036271,Pbgs
6855,FBgn0036272,Sms
6856,FBgn0036273,INPP5E
6857,FBgn0036274,CG4328
6858,FBgn0036277,CG10418
6859,FBgn0036278,CrzR
6860,FBgn0036279,Ncc69
6861,FBgn0036282,Smyd4-2
6862,FBgn0036285,toe
6863,FBgn0036286,CG10616
6864,FBgn0036287,CG10663
6865,FBgn0036288,CG10660
6866,FBgn0036289,CG10657
6867,FBgn0036290,CG10638
6868,FBgn0036291,CG10681
6869,FBgn0036292,CG10646
6870,FBgn0036294,CG10654
6871,FBgn0036298,nst
6872,FBgn0036299,Tsf2
6873,FBgn0036300,Pmm2
6874,FBgn0036301,CG4069
6875,FBgn0036302,sowah
6876,FBgn0036305,CG10984
6877,FBgn0036306,CG10973
6878,FBgn0036309,Hip1
6879,FBgn0036310,CG10969
6880,FBgn0036311,CG17666
6881,FBgn0036314,Sf3a2
6882,FBgn0036316,nebu
6883,FBgn0036317,CG10948
6884,FBgn0036318,Wbp2
6885,FBgn0036319,Ent3
6886,FBgn0036321,CG14120
6887,FBgn0036323,CG14118
6888,FBgn0036324,CG12520
6889,FBgn0036325,CG10752
6890,FBgn0036327,CG10748
6891,FBgn0036328,CG10749
6892,FBgn0036329,CG11262
6893,FBgn0036330,CG11263
6894,FBgn0036331,CR14117
6895,FBgn0036332,Cul6
6896,FBgn0036333,MICAL-like
6897,FBgn0036334,CG11267
6898,FBgn0036335,mRpL20
6899,FBgn0036336,Icmt
6900,FBgn0036337,Adk2
6901,FBgn0036340,Srrm1
6902,FBgn0036341,Syx13
6903,FBgn0036342,CG11279
6904,FBgn0036345,CG17300
6905,FBgn0036346,CG11251
6906,FBgn0036348,CG17687
6907,FBgn0036350,CG14111
6908,FBgn0036351,CG14107
6909,FBgn0036352,CG14110
6910,FBgn0036353,CG10171
6911,FBgn0036354,Poc1
6912,FBgn0036356,CG10222
6913,FBgn0036359,CG14105
6914,FBgn0036360,CG10713
6915,FBgn0036361,CG10154
6916,FBgn0036362,CG10725
6917,FBgn0036363,CG10140
6918,FBgn0036364,CG14109
6919,FBgn0036365,cmb
6920,FBgn0036366,JMJD7
6921,FBgn0036367,CG10116
6922,FBgn0036368,CG10738
6923,FBgn0036369,CG10089
6924,FBgn0036372,Abp1
6925,FBgn0036373,Tgi
6926,FBgn0036374,Spt20
6927,FBgn0036376,Liprin-beta
6928,FBgn0036377,CG10710
6929,FBgn0036380,CG8757
6930,FBgn0036381,CG8745
6931,FBgn0036382,CG13737
6932,FBgn0036386,CG8833
6933,FBgn0036389,ssp2
6934,FBgn0036391,CG17364
6935,FBgn0036393,CG17362
6936,FBgn0036394,CG9040
6937,FBgn0036395,CG17361
6938,FBgn0036396,CG17359
6939,FBgn0036397,Nprl3
6940,FBgn0036398,upSET
6941,FBgn0036402,CG6650
6942,FBgn0036403,CG6661
6943,FBgn0036405,CG6833
6944,FBgn0036406,CG13484
6945,FBgn0036410,CG8100
6946,FBgn0036411,Sox21a
6947,FBgn0036414,nan
6948,FBgn0036415,CG7768
6949,FBgn0036416,CG7924
6950,FBgn0036417,CG7906
6951,FBgn0036419,CG13482
6952,FBgn0036421,CG13481
6953,FBgn0036422,CG3868
6954,FBgn0036423,CG3919
6955,FBgn0036426,CG9592
6956,FBgn0036427,CG4613
6957,FBgn0036428,Gbs-70E
6958,FBgn0036433,CG9628
6959,FBgn0036436,CG4914
6960,FBgn0036437,Dnaaf6
6961,FBgn0036438,gdrd
6962,FBgn0036440,CG17177
6963,FBgn0036441,CG13476
6964,FBgn0036442,CG13473
6965,FBgn0036443,CG13471
6966,FBgn0036446,Mgat4a
6967,FBgn0036447,Mgat4b
6968,FBgn0036448,mop
6969,FBgn0036449,bmm
6970,FBgn0036450,Tdrd3
6971,FBgn0036451,Helz
6972,FBgn0036454,CG17839
6973,FBgn0036460,CG5114
6974,FBgn0036461,Zip71B
6975,FBgn0036462,mRpL39
6976,FBgn0036463,Reck
6977,FBgn0036465,Rpn12R
6978,FBgn0036467,CG12310
6979,FBgn0036469,CG18649
6980,FBgn0036470,EAChm
6981,FBgn0036471,CG13460
6982,FBgn0036474,Or71a
6983,FBgn0036476,sstn
6984,FBgn0036479,CG13458
6985,FBgn0036480,Cep135
6986,FBgn0036481,CG16959
6987,FBgn0036482,CG13457
6988,FBgn0036483,CG12316
6989,FBgn0036484,Pex3
6990,FBgn0036485,FucTA
6991,FBgn0036486,Msh6
6992,FBgn0036487,Prp31
6993,FBgn0036488,CG6878
6994,FBgn0036489,CG7011
6995,FBgn0036490,Prx1
6996,FBgn0036491,Best4
6997,FBgn0036492,Best3
6998,FBgn0036493,CG7255
6999,FBgn0036494,Toll-6
7000,FBgn0036496,cocoon
7001,FBgn0036497,Ran-like
7002,FBgn0036498,CG13455
7003,FBgn0036500,CG7275
7004,FBgn0036501,CG7272
7005,FBgn0036502,CG7841
7006,FBgn0036503,CG13454
7007,FBgn0036504,yellow-k
7008,FBgn0036505,CG7945
7009,FBgn0036509,CG7739
7010,FBgn0036510,SCCRO
7011,FBgn0036512,Ufsp2
7012,FBgn0036514,CG12301
7013,FBgn0036515,AIMP2
7014,FBgn0036516,CG7656
7015,FBgn0036518,RhoGAP71E
7016,FBgn0036519,CG7650
7017,FBgn0036520,CG13449
7018,FBgn0036522,Phs
7019,FBgn0036529,Pgant8
7020,FBgn0036532,CG13445
7021,FBgn0036534,DCP2
7022,FBgn0036536,CG12713
7023,FBgn0036537,CG18081
7024,FBgn0036538,CG15715
7025,FBgn0036544,sff
7026,FBgn0036545,GXIVsPLA2
7027,FBgn0036547,CG17032
7028,FBgn0036549,CG10516
7029,FBgn0036550,CG17026
7030,FBgn0036551,CG17029
7031,FBgn0036552,CG17028
7032,FBgn0036553,CG17027
7033,FBgn0036556,hzg
7034,FBgn0036557,mRpS31
7035,FBgn0036560,CG5895
7036,FBgn0036563,CG13075
7037,FBgn0036565,CG5235
7038,FBgn0036566,ClC-c
7039,FBgn0036567,CG13074
7040,FBgn0036568,ATPsynbetaL
7041,FBgn0036569,IleRS-m
7042,FBgn0036570,IntS9
7043,FBgn0036571,Strump
7044,FBgn0036574,elg1
7045,FBgn0036575,CG5157
7046,FBgn0036576,CG5151
7047,FBgn0036577,CG13073
7048,FBgn0036579,Tmx3
7049,FBgn0036580,PDCD-5
7050,FBgn0036581,MED10
7051,FBgn0036583,CG13055
7052,FBgn0036584,CG13054
7053,FBgn0036585,CG13071
7054,FBgn0036587,CG4950
7055,FBgn0036588,CG13068
7056,FBgn0036589,CG13067
7057,FBgn0036590,CG13065
7058,FBgn0036591,CG13050
7059,FBgn0036594,CG13047
7060,FBgn0036595,CG13046
7061,FBgn0036597,CG4962
7062,FBgn0036598,CG4982
7063,FBgn0036599,CG13044
7064,FBgn0036600,CG13043
7065,FBgn0036602,CG13042
7066,FBgn0036603,CG13062
7067,FBgn0036605,CG13041
7068,FBgn0036606,CG13060
7069,FBgn0036607,CG13059
7070,FBgn0036608,CG13040
7071,FBgn0036609,CG13039
7072,FBgn0036610,CG13058
7073,FBgn0036612,CG4998
7074,FBgn0036614,Golgin104
7075,FBgn0036617,Cpr72Ea
7076,FBgn0036618,Cpr72Eb
7077,FBgn0036619,Cpr72Ec
7078,FBgn0036620,CG4842
7079,FBgn0036621,roq
7080,FBgn0036622,Agpat4
7081,FBgn0036623,Agpat3
7082,FBgn0036624,RAF2
7083,FBgn0036627,Gagr
7084,FBgn0036629,GluRS-m
7085,FBgn0036638,CG13033
7086,FBgn0036640,nxf2
7087,FBgn0036641,Smn
7088,FBgn0036643,Syx8
7089,FBgn0036646,CR18217
7090,FBgn0036648,CG4098
7091,FBgn0036652,CG13032
7092,FBgn0036654,CG9692
7093,FBgn0036655,CG13031
7094,FBgn0036656,CG13026
7095,FBgn0036659,CG9701
7096,FBgn0036661,CG9705
7097,FBgn0036662,CG9706
7098,FBgn0036663,CG9674
7099,FBgn0036665,CG13024
7100,FBgn0036666,TSG101
7101,FBgn0036667,kud
7102,FBgn0036668,Zcchc7
7103,FBgn0036670,CG13029
7104,FBgn0036671,CG9951
7105,FBgn0036676,CG13028
7106,FBgn0036677,CG13023
7107,FBgn0036678,CG11905
7108,FBgn0036679,CG13022
7109,FBgn0036680,Cpr73D
7110,FBgn0036681,Obp73a
7111,FBgn0036684,CG3764
7112,FBgn0036685,CG6664
7113,FBgn0036686,CG7728
7114,FBgn0036687,CG6652
7115,FBgn0036688,Fit2
7116,FBgn0036689,CG7730
7117,FBgn0036690,Ilp8
7118,FBgn0036691,beg
7119,FBgn0036695,Papst2
7120,FBgn0036696,Pop5
7121,FBgn0036697,rogdi
7122,FBgn0036698,CG7724
7123,FBgn0036702,Afg3l2
7124,FBgn0036703,CG7707
7125,FBgn0036704,CG6497
7126,FBgn0036705,CG13723
7127,FBgn0036706,ND-24L
7128,FBgn0036708,CG13725
7129,FBgn0036709,Or74a
7130,FBgn0036710,CG6479
7131,FBgn0036711,CG13727
7132,FBgn0036712,brv2
7133,FBgn0036713,Mip
7134,FBgn0036714,CG7692
7135,FBgn0036715,Cad74A
7136,FBgn0036716,CG13728
7137,FBgn0036717,CG13731
7138,FBgn0036723,CG12229
7139,FBgn0036725,CG18265
7140,FBgn0036726,QIL1
7141,FBgn0036727,SecCl
7142,FBgn0036728,UQCR-Q
7143,FBgn0036729,CG13733
7144,FBgn0036730,qjt
7145,FBgn0036731,CG6333
7146,FBgn0036732,Oatp74D
7147,FBgn0036733,U4-U6-60K
7148,FBgn0036734,CG7564
7149,FBgn0036735,Edc3
7150,FBgn0036738,CG7542
7151,FBgn0036740,Vps60
7152,FBgn0036741,anchor
7153,FBgn0036742,CG7497
7154,FBgn0036745,CG7484
7155,FBgn0036746,Crtc
7156,FBgn0036747,CG6052
7157,FBgn0036749,CG7460
7158,FBgn0036750,CG6034
7159,FBgn0036751,Adgf-B
7160,FBgn0036752,Adgf-A
7161,FBgn0036754,ais
7162,FBgn0036756,Cln3
7163,FBgn0036757,Ir75a
7164,FBgn0036759,CG5577
7165,FBgn0036760,CG5567
7166,FBgn0036761,MED19
7167,FBgn0036762,CG7430
7168,FBgn0036763,TrpRS-m
7169,FBgn0036764,CG5535
7170,FBgn0036765,CG7408
7171,FBgn0036766,CG5506
7172,FBgn0036767,CG16775
7173,FBgn0036768,CG7402
7174,FBgn0036769,Tsp74F
7175,FBgn0036770,Prestin
7176,FBgn0036771,Wdr92
7177,FBgn0036772,CG5290
7178,FBgn0036773,CG13698
7179,FBgn0036774,mRpS26
7180,FBgn0036775,Polr3D
7181,FBgn0036777,CG7341
7182,FBgn0036778,Cyp312a1
7183,FBgn0036780,CG7330
7184,FBgn0036781,CG13699
7185,FBgn0036782,CG7320
7186,FBgn0036783,CheA75a
7187,FBgn0036784,CG5103
7188,FBgn0036785,CG13700
7189,FBgn0036786,skl
7190,FBgn0036787,CG4306
7191,FBgn0036789,AstC-R2
7192,FBgn0036790,AstC-R1
7193,FBgn0036791,CG7271
7194,FBgn0036793,CG4174
7195,FBgn0036795,CG18233
7196,FBgn0036796,CG18231
7197,FBgn0036799,CG13380
7198,FBgn0036801,MYPT-75D
7199,FBgn0036804,Sgf11
7200,FBgn0036805,Chmp1
7201,FBgn0036806,Cyp12c1
7202,FBgn0036807,CG6893
7203,FBgn0036808,Dic4
7204,FBgn0036809,CG12477
7205,FBgn0036810,CG6885
7206,FBgn0036811,MED11
7207,FBgn0036812,Nufip
7208,FBgn0036813,Atg3
7209,FBgn0036814,CG14073
7210,FBgn0036815,HipHop
7211,FBgn0036816,Indy
7212,FBgn0036817,CG6865
7213,FBgn0036818,CG14074
7214,FBgn0036819,Dysb
7215,FBgn0036820,Grx1
7216,FBgn0036821,CG3961
7217,FBgn0036822,NijB
7218,FBgn0036824,CG3902
7219,FBgn0036825,RpL26
7220,FBgn0036826,arx
7221,FBgn0036827,CG6843
7222,FBgn0036828,Prp6
7223,FBgn0036829,Ir75d
7224,FBgn0036830,COX6AL2
7225,FBgn0036831,CG6839
7226,FBgn0036832,CG18223
7227,FBgn0036833,CG3819
7228,FBgn0036834,CG6836
7229,FBgn0036835,CG14075
7230,FBgn0036836,CG11619
7231,FBgn0036837,CG18135
7232,FBgn0036838,CG3808
7233,FBgn0036839,SmydA-2
7234,FBgn0036842,Ugt316A1
7235,FBgn0036843,Sfxn2
7236,FBgn0036844,Mkp3
7237,FBgn0036846,MESR6
7238,FBgn0036847,CNPYb
7239,FBgn0036848,Naxd
7240,FBgn0036849,CG14079
7241,FBgn0036850,Gem2
7242,FBgn0036851,CG14082
7243,FBgn0036853,mRpL21
7244,FBgn0036856,Mettl5
7245,FBgn0036857,Aldh7A1
7246,FBgn0036859,CG14085
7247,FBgn0036860,CG14086
7248,FBgn0036861,CG14089
7249,FBgn0036862,Gbs-76A
7250,FBgn0036868,ms(3)76Ba
7251,FBgn0036870,CG14095
7252,FBgn0036874,brv1
7253,FBgn0036875,CG9449
7254,FBgn0036876,CG9451
7255,FBgn0036877,CG9452
7256,FBgn0036878,Cpr76Ba
7257,FBgn0036879,Cpr76Bb
7258,FBgn0036880,Cpr76Bc
7259,FBgn0036881,Cpr76Bd
7260,FBgn0036882,Dred
7261,FBgn0036886,CG9300
7262,FBgn0036887,CG9231
7263,FBgn0036888,CG9330
7264,FBgn0036889,CG14100
7265,FBgn0036890,CG9368
7266,FBgn0036891,CG9372
7267,FBgn0036892,Lon
7268,FBgn0036893,PIG-F
7269,FBgn0036895,ms(3)76Cc
7270,FBgn0036896,wnd
7271,FBgn0036897,Rnf146
7272,FBgn0036899,tey
7273,FBgn0036900,CG8765
7274,FBgn0036905,Vtld
7275,FBgn0036906,CG14102
7276,FBgn0036908,TORIP
7277,FBgn0036909,Ccdc58
7278,FBgn0036910,Cyp305a1
7279,FBgn0036911,Fibp
7280,FBgn0036913,Usp32
7281,FBgn0036915,Prp3
7282,FBgn0036916,Mtr3
7283,FBgn0036918,Pfdn6
7284,FBgn0036919,Grasp65
7285,FBgn0036920,CG8004
7286,FBgn0036921,RhoGDI
7287,FBgn0036922,CG14182
7288,FBgn0036923,CG17732
7289,FBgn0036924,hale
7290,FBgn0036925,schuy
7291,FBgn0036926,CG7646
7292,FBgn0036927,Gabat
7293,FBgn0036928,Tom20
7294,FBgn0036929,CG7668
7295,FBgn0036931,CG14183
7296,FBgn0036932,Lamtor1
7297,FBgn0036934,sNPF-R
7298,FBgn0036935,CG14186
7299,FBgn0036936,CG14185
7300,FBgn0036937,Ir76b
7301,FBgn0036938,CG14187
7302,FBgn0036939,CG7365
7303,FBgn0036940,obst-J
7304,FBgn0036941,CG7335
7305,FBgn0036942,CG7328
7306,FBgn0036945,Ssk
7307,FBgn0036948,CG7298
7308,FBgn0036949,CG7290
7309,FBgn0036951,CG7017
7310,FBgn0036952,CG6933
7311,FBgn0036953,CG17145
7312,FBgn0036956,CG13813
7313,FBgn0036958,CG17233
7314,FBgn0036959,CG6951
7315,FBgn0036962,CG17122
7316,FBgn0036964,FRG1
7317,FBgn0036967,SCCRO4
7318,FBgn0036969,Spn77Bb
7319,FBgn0036970,Spn77Bc
7320,FBgn0036973,Rbbp5
7321,FBgn0036974,eRF1
7322,FBgn0036975,CG5618
7323,FBgn0036977,CG5665
7324,FBgn0036978,Toll-9
7325,FBgn0036979,CG13247
7326,FBgn0036980,RhoBTB
7327,FBgn0036984,CG13248
7328,FBgn0036985,zye
7329,FBgn0036986,CG5282
7330,FBgn0036987,CG5274
7331,FBgn0036988,CG5262
7332,FBgn0036990,mRpL15
7333,FBgn0036991,CtIP
7334,FBgn0036992,Hpd
7335,FBgn0036993,CG5910
7336,FBgn0036994,CG5199
7337,FBgn0036995,atk
7338,FBgn0036996,mag
7339,FBgn0036997,Tdh
7340,FBgn0036998,CG5969
7341,FBgn0036999,isoQC
7342,FBgn0037000,ZnT77C
7343,FBgn0037001,ND-39
7344,FBgn0037003,CG18281
7345,FBgn0037004,CG17637
7346,FBgn0037005,CG5078
7347,FBgn0037007,BNIP3
7348,FBgn0037008,mTerf3
7349,FBgn0037009,CG5104
7350,FBgn0037011,Nubp2
7351,FBgn0037012,Rcd2
7352,FBgn0037013,CG13250
7353,FBgn0037014,CG13251
7354,FBgn0037015,cmpy
7355,FBgn0037016,CG13252
7356,FBgn0037017,CG4074
7357,FBgn0037018,CG4042
7358,FBgn0037019,Pex16
7359,FBgn0037020,Pex14
7360,FBgn0037021,Pcif1
7361,FBgn0037022,CG11396
7362,FBgn0037023,CG3698
7363,FBgn0037024,tzn
7364,FBgn0037025,Spc105R
7365,FBgn0037026,CG3634
7366,FBgn0037027,HIPP1
7367,FBgn0037028,CG3618
7368,FBgn0037030,CG3288
7369,FBgn0037031,CG11456
7370,FBgn0037035,CG10589
7371,FBgn0037037,CG10588
7372,FBgn0037040,CG12983
7373,FBgn0037042,CG12984
7374,FBgn0037044,Pdss2
7375,FBgn0037045,CG10584
7376,FBgn0037046,CG10581
7377,FBgn0037050,ICA69
7378,FBgn0037051,CG10565
7379,FBgn0037057,CG10512
7380,FBgn0037059,CG10510
7381,FBgn0037060,CG10508
7382,FBgn0037061,Trmt112
7383,FBgn0037063,CG9391
7384,FBgn0037064,CG9389
7385,FBgn0037065,CG12974
7386,FBgn0037067,Cpr78Ca
7387,FBgn0037068,Cpr78Cb
7388,FBgn0037069,Cpr78Cc
7389,FBgn0037070,CG11309
7390,FBgn0037071,CG7632
7391,FBgn0037073,Tsr1
7392,FBgn0037074,Tbc1d8-9
7393,FBgn0037076,ebd2
7394,FBgn0037078,CG12971
7395,FBgn0037081,barc
7396,FBgn0037082,CG5664
7397,FBgn0037084,Syx6
7398,FBgn0037085,Neu2
7399,FBgn0037086,CG7202
7400,FBgn0037087,CG7519
7401,FBgn0037090,Est-Q
7402,FBgn0037092,M6
7403,FBgn0037093,Cdk12
7404,FBgn0037094,CG7611
7405,FBgn0037098,Wnk
7406,FBgn0037099,CG7173
7407,FBgn0037100,CapaR
7408,FBgn0037101,CG7634
7409,FBgn0037102,CRIF
7410,FBgn0037105,S1P
7411,FBgn0037106,CG11307
7412,FBgn0037107,CG7166
7413,FBgn0037108,Alg11
7414,FBgn0037109,MED1
7415,FBgn0037110,ORMDL
7416,FBgn0037114,Cpr78E
7417,FBgn0037115,CG11249
7418,FBgn0037116,Als2
7419,FBgn0037117,CG11248
7420,FBgn0037120,CG11247
7421,FBgn0037121,Polr2H
7422,FBgn0037122,CG14570
7423,FBgn0037123,CG14569
7424,FBgn0037125,CG14573
7425,FBgn0037126,CG14567
7426,FBgn0037127,CG14566
7427,FBgn0037128,CG14572
7428,FBgn0037129,CG14565
7429,FBgn0037130,Syn1
7430,FBgn0037131,CG14564
7431,FBgn0037133,CG7370
7432,FBgn0037134,CG7407
7433,FBgn0037135,eIF2A
7434,FBgn0037137,Nopp140
7435,FBgn0037138,P5CDh1
7436,FBgn0037140,SLC22A
7437,FBgn0037141,PolH
7438,FBgn0037142,CG14562
7439,FBgn0037143,CR7448
7440,FBgn0037144,CG7458
7441,FBgn0037146,P5CS
7442,FBgn0037147,CG7140
7443,FBgn0037149,CG14561
7444,FBgn0037150,CG7133
7445,FBgn0037151,CG7130
7446,FBgn0037153,olf413
7447,FBgn0037156,CG11523
7448,FBgn0037162,CG11449
7449,FBgn0037163,laza
7450,FBgn0037164,CG11438
7451,FBgn0037165,CG11437
7452,FBgn0037166,CG11426
7453,FBgn0037167,CG11425
7454,FBgn0037169,CG11404
